4	167.9	18.8	44.2	76.3	78.1
21	173.0	18.9	83.0	78.1	83.0
7	164.3	17.6	66.2	80.7	51.2
4	170.2	25.0	57.5	74.4	80.8
21	179.2	24.8	none	72.9	54.0
5	169.7	12.1	28.0	81.3	77.8
1	178.7	19.8	40.2	67.8	78.4
15	172.5	18.5	54.8	84.7	62.2
4	174.1	24.0	13.4	86.0	54.4
2	180.8	14.7	60.1	76.1	63.6
10	178.1	20.2	54.0	none	53.5
18	171.9	16.5	58.5	83.5	61.0
2	171.1	20.4	50.1	73.3	52.9
13	168.1	20.8	52.2	87.1	60.0
18	165.6	19.5	30.1	77.9	67.3
10	175.4	21.7	53.8	78.4	62.5
21	171.3	19.7	49.2	68.3	52.3
7	166.3	23.8	54.6	88.8	48.4
20	166.6	21.3	70.0	81.9	43.9
12	173.4	14.6	59.3	75.5	57.5
2	173.2	24.3	77.2	86.4	50.0
3	175.9	17.7	39.3	80.0	59.5
7	166.0	21.2	none	77.1	36.5
16	163.9	21.5	61.7	82.5	70.8
18	174.4	18.4	53.8	76.3	56.4
14	171.4	24.8	61.3	77.0	69.6
0	176.0	20.7	34.0	95.5	64.7
9	168.0	20.4	72.0	82.1	61.4
11	167.7	17.6	37.1	74.6	71.4
14	171.7	20.1	51.1	77.2	none
20	177.9	22.0	62.3	80.3	56.9
6	169.6	22.8	50.6	84.1	44.6
19	166.1	24.9	39.7	86.1	63.3
18	169.5	15.8	41.0	73.7	65.2
20	171.4	17.8	46.0	85.5	64.1
2	173.6	23.6	28.2	78.0	60.9
16	171.0	18.7	39.2	74.9	57.9
9	166.5	19.9	41.7	78.6	41.0
20	157.7	19.3	65.2	84.6	61.1
19	173.6	20.0	51.8	91.0	45.3
4	167.3	18.0	31.8	76.6	60.4
22	171.2	23.8	43.0	86.0	58.2
1	177.2	22.3	25.0	84.8	77.6
21	166.8	18.8	61.3	91.9	58.3
6	170.9	22.3	none	80.2	58.3
8	167.7	20.0	53.8	none	100.1
21	164.8	19.5	69.4	79.9	57.4
20	168.1	23.8	45.7	75.2	67.1
0	164.5	22.0	87.3	87.7	75.2
8	171.6	16.6	60.3	81.2	67.5
1	156.6	22.4	36.3	103.9	42.6
22	169.8	18.8	64.6	79.5	61.5
16	168.5	23.7	54.0	84.3	63.7
6	160.9	20.9	48.7	88.6	76.2
14	170.2	15.0	42.6	80.8	51.3
10	171.7	21.8	37.4	72.1	58.2
1	170.5	20.3	23.3	86.2	65.9
11	171.1	22.0	85.9	73.0	none
4	171.1	25.5	67.7	80.1	51.5
10	175.7	19.5	39.9	81.4	48.1
0	171.3	20.8	48.7	69.7	82.5
14	164.3	16.8	25.5	80.0	58.8
7	173.7	20.2	40.9	77.7	73.9
18	172.5	21.9	58.3	76.6	none
4	167.5	21.5	38.2	77.0	67.9
14	173.7	21.2	69.1	82.0	45.9
7	173.5	22.5	54.5	75.4	74.6
7	171.2	15.9	58.4	84.1	none
8	174.5	19.7	47.1	67.9	54.2
20	167.5	none	69.9	78.6	66.7
10	none	13.5	35.6	70.1	40.3
3	167.3	17.0	70.0	90.2	66.4
15	168.6	20.6	45.4	90.8	46.2
4	178.4	12.3	36.8	87.7	55.5
1	173.1	18.7	46.1	78.3	73.1
6	168.9	21.0	46.3	74.0	75.8
13	165.6	15.1	59.3	90.1	68.8
19	177.3	22.7	56.0	76.2	69.4
10	164.9	14.6	38.4	83.8	69.3
21	181.4	19.3	45.0	87.1	59.8
9	161.9	18.9	45.2	90.6	52.6
16	169.8	21.2	55.0	72.5	47.4
11	179.5	27.4	42.6	92.5	58.5
19	173.1	20.9	45.6	90.2	59.2
15	172.3	16.6	60.5	85.7	55.4
7	170.3	17.6	none	77.7	55.0
15	173.3	19.6	48.3	86.2	64.3
5	170.3	18.6	57.2	75.2	54.6
6	165.5	22.2	51.1	76.0	60.1
10	168.6	15.9	60.5	81.6	78.4
8	168.9	16.3	44.9	72.6	83.4
17	158.3	15.0	63.8	74.8	73.7
3	170.5	22.0	62.1	88.4	62.7
2	169.4	20.8	31.6	80.1	55.2
13	176.1	15.7	34.9	78.3	79.2
14	171.1	19.8	43.0	76.7	72.1
5	168.5	16.9	41.2	74.4	62.9
17	165.0	14.6	63.3	67.6	63.6
22	164.7	23.9	46.8	77.4	81.9
21	167.7	16.2	66.8	80.2	42.8
11	163.1	20.5	20.2	66.8	52.3
0	165.5	17.5	55.3	none	46.7
11	177.2	19.1	44.4	69.3	56.8
10	166.2	24.1	47.0	81.9	48.2
16	167.1	18.3	54.9	78.0	58.4
11	171.4	17.8	64.9	76.4	42.2
22	168.3	22.4	54.9	70.6	60.8
1	173.1	21.1	39.6	91.8	65.8
3	169.6	23.2	72.4	79.2	46.9
5	173.2	24.6	61.0	92.3	63.8
15	166.7	18.6	39.0	73.4	63.6
6	170.6	17.8	62.4	79.0	50.2
6	170.5	18.6	39.0	84.8	66.8
20	174.3	17.8	39.1	70.5	54.3
4	175.3	21.4	60.2	64.3	45.1
22	169.5	22.7	32.8	74.8	52.0
21	173.5	16.3	50.8	87.2	63.8
13	166.4	16.8	43.5	73.4	56.1
10	173.5	21.0	none	none	75.1
12	169.7	17.1	52.7	96.1	52.1
1	173.0	23.2	41.9	79.2	52.2
18	165.1	16.3	43.1	82.9	52.2
5	167.2	20.1	44.5	75.3	73.9
9	169.1	20.2	56.1	75.8	52.8
9	169.3	19.4	39.4	79.7	46.4
11	163.9	23.3	48.7	73.1	63.6
13	170.8	18.2	24.4	76.3	68.1
9	166.8	23.8	57.8	63.0	69.2
22	165.5	22.4	49.6	82.5	69.4
7	164.0	20.4	59.9	76.4	89.4
14	174.6	15.6	73.2	80.7	54.4
10	165.6	20.3	78.0	79.5	55.0
8	161.0	24.4	45.2	86.8	75.7
12	167.7	17.6	54.1	69.6	53.1
10	166.9	21.4	52.6	85.4	78.2
9	163.5	24.2	29.6	76.2	60.6
6	172.4	20.3	70.5	82.5	42.1
16	173.0	21.5	43.7	97.1	55.3
3	172.1	17.1	52.0	68.5	49.5
3	171.6	17.3	64.6	72.8	70.3
18	172.0	19.0	43.0	96.2	62.5
3	176.1	25.7	none	83.7	54.4
14	178.0	21.3	75.2	78.2	77.5
22	164.0	25.8	47.3	74.7	55.3
13	173.8	23.5	34.6	82.0	37.4
17	177.2	22.0	55.4	88.0	80.1
1	166.0	22.7	32.1	91.6	58.0
11	175.7	20.0	56.6	79.1	58.2
12	173.2	18.4	50.2	67.5	57.6
10	171.4	16.9	65.5	61.8	64.2
19	161.1	19.2	60.8	69.4	46.6
13	165.9	24.4	47.7	67.8	63.3
13	165.0	18.4	91.3	74.2	56.7
11	167.7	15.3	27.3	91.6	65.3
13	164.8	18.1	74.1	85.4	57.4
13	175.7	17.3	64.2	71.4	58.1
19	170.3	27.5	none	86.1	78.7
21	168.3	15.3	57.1	64.8	53.2
6	176.7	22.1	71.3	none	86.1
18	164.4	21.4	51.3	80.8	49.0
4	177.8	21.0	81.8	69.0	66.5
15	170.0	19.3	77.0	80.5	65.8
12	177.2	19.0	43.9	86.3	67.6
4	173.0	23.9	75.3	82.4	68.4
6	163.0	18.9	none	74.5	59.0
12	165.2	16.0	80.2	87.9	43.3
10	168.5	22.0	37.0	90.6	47.8
7	169.7	23.4	49.8	81.5	51.7
10	168.6	23.4	42.8	81.1	92.8
13	181.4	19.5	49.7	72.4	52.5
21	177.4	23.2	51.2	69.4	67.3
1	none	22.1	44.0	79.1	67.2
3	175.6	19.2	43.4	83.9	67.5
18	176.6	21.5	68.6	76.9	50.9
21	169.8	21.5	63.4	83.0	64.9
8	166.9	18.4	45.5	71.3	58.5
22	175.1	20.2	65.2	74.8	60.0
5	164.2	16.7	64.7	73.4	71.3
3	165.1	17.2	55.8	none	60.4
19	none	20.6	50.1	83.3	54.4
18	172.7	18.5	47.7	85.5	77.2
10	163.3	19.3	35.1	86.2	58.7
18	168.6	21.2	33.9	86.9	63.4
11	173.2	21.0	63.6	92.8	70.9
10	165.9	19.2	58.8	90.2	52.0
14	168.6	20.3	45.2	none	41.9
22	161.2	20.3	47.7	79.2	72.8
4	160.4	20.1	59.0	83.3	66.4
7	177.1	18.9	34.9	79.5	45.5
12	169.9	19.6	46.7	93.9	67.5
20	172.2	13.7	34.6	76.2	61.6
11	167.4	19.7	40.3	83.2	46.3
9	171.0	18.3	28.7	86.9	57.8
22	167.1	28.5	37.2	none	none
1	164.9	15.9	50.0	82.5	48.4
3	157.9	18.0	65.4	84.4	61.9
11	170.8	19.6	58.8	86.9	44.2
9	158.6	14.5	29.0	85.2	66.4
0	175.2	16.9	54.4	80.7	64.4
4	169.7	19.4	53.6	57.7	51.7
3	171.6	21.1	39.1	none	44.0
1	171.6	22.0	37.2	78.2	51.2
13	171.6	18.6	73.5	80.4	65.9
12	171.9	19.4	43.4	86.3	55.7
19	158.9	24.1	31.9	78.1	60.8
7	172.2	16.7	46.7	70.1	54.1
19	160.4	none	66.6	83.6	52.3
12	168.0	21.7	43.0	78.4	74.2
10	171.3	18.7	61.1	73.9	44.6
15	169.9	25.8	54.0	85.3	60.5
18	168.8	18.3	45.6	89.2	45.6
17	178.6	15.9	57.9	80.4	46.7
12	none	19.0	28.1	88.1	31.9
13	166.7	18.6	37.2	72.4	75.3
12	172.7	22.0	45.4	76.8	57.6
1	165.8	21.1	57.2	76.3	62.7
9	172.3	20.6	56.6	79.2	76.2
7	168.5	23.7	35.0	74.9	83.6
5	174.8	22.5	40.6	79.9	63.9
12	174.5	14.4	49.6	79.4	82.0
10	166.1	23.5	58.8	81.8	55.5
7	180.1	20.8	67.1	80.4	49.0
11	173.2	13.4	48.2	73.9	53.3
5	168.3	16.5	22.5	79.9	55.9
21	163.7	16.2	44.3	83.1	48.3
21	166.0	18.1	55.9	82.0	49.6
12	177.7	18.2	63.5	87.5	75.3
2	164.6	21.0	55.2	70.9	63.9
8	167.2	21.9	82.9	88.7	43.6
1	168.5	18.4	26.5	88.8	72.5
7	175.5	16.2	42.6	62.9	none
9	161.8	14.6	67.7	92.5	71.6
17	173.8	22.4	58.6	91.7	83.7
3	170.5	14.0	40.3	78.9	63.9
6	170.2	20.7	none	83.5	55.1
7	165.9	19.7	69.7	68.1	none
15	163.4	23.9	34.2	70.4	56.1
8	174.5	20.4	17.1	72.7	49.3
2	178.8	19.0	61.6	75.5	57.1
15	167.2	20.4	62.7	72.2	61.1
6	168.4	15.7	47.1	79.5	61.9
11	174.6	19.6	42.4	76.7	71.3
22	171.6	13.2	24.3	87.9	76.7
8	174.1	21.9	47.6	86.4	54.6
7	165.2	19.3	49.9	90.8	60.9
17	183.8	17.2	43.4	79.7	66.4
19	166.6	none	55.0	92.4	62.0
20	155.8	18.6	55.5	83.9	76.5
3	167.4	17.7	58.3	80.7	63.6
22	164.3	25.5	56.2	78.3	67.0
14	174.9	20.8	44.2	82.0	50.2
6	174.5	19.3	19.0	77.0	53.4
2	179.6	23.2	42.6	80.2	55.3
8	177.3	14.7	36.5	69.4	86.4
19	174.8	19.3	36.9	none	76.3
9	170.6	24.5	43.5	82.3	70.1
12	164.0	25.0	87.0	79.8	60.1
16	169.0	19.6	56.0	90.2	54.8
11	174.7	17.3	49.9	80.7	64.4
6	176.8	21.7	49.6	77.0	58.3
20	none	20.8	56.4	93.1	76.1
7	177.9	18.5	50.8	85.0	59.1
6	170.0	23.3	51.9	71.9	56.7
22	175.9	20.2	45.1	73.7	71.1
10	170.7	22.2	51.3	74.5	76.1
22	178.5	13.2	39.2	77.6	55.1
4	179.0	23.0	62.9	67.1	56.2
3	172.3	25.3	29.7	80.4	63.8
8	169.3	16.4	57.9	none	62.9
16	164.2	23.4	36.8	65.2	63.9
19	172.3	17.0	81.0	86.0	71.7
22	163.2	19.8	37.0	76.9	50.8
7	163.7	24.0	58.5	81.1	55.2
1	166.9	21.6	51.6	88.9	62.4
20	169.4	21.2	53.0	81.4	57.2
9	168.0	17.7	17.8	68.0	56.6
21	169.8	24.7	39.5	81.0	52.1
8	170.3	17.4	63.2	81.7	53.6
0	168.8	18.7	54.3	65.9	none
2	175.8	20.1	55.2	74.4	83.4
17	none	16.0	40.5	77.4	59.8
17	171.1	23.7	74.0	76.5	56.6
20	168.2	22.0	62.3	86.9	71.3
3	175.0	20.8	46.0	78.4	60.1
17	175.3	21.5	64.6	88.0	30.5
10	169.9	25.8	37.5	63.5	59.7
20	169.8	none	52.5	69.8	85.7
5	173.0	23.5	72.2	72.2	101.3
11	172.8	17.0	64.6	84.2	58.9
18	170.9	18.9	33.5	85.5	59.6
7	162.5	24.5	65.0	81.6	78.7
13	175.9	21.6	32.1	82.1	62.7
22	161.8	20.0	42.9	74.7	57.1
9	170.1	20.4	65.9	78.9	58.5
6	171.6	23.7	44.6	76.2	52.6
6	none	22.7	78.7	74.8	64.1
16	174.7	25.8	68.9	69.4	76.5
8	164.0	21.0	43.6	67.1	64.5
13	175.3	20.4	23.6	75.7	46.1
21	167.3	17.1	47.9	84.4	64.8
10	none	18.8	37.3	89.6	59.6
22	179.5	19.7	62.3	82.3	71.4
0	165.0	16.7	61.5	70.9	66.5
22	170.6	21.8	39.1	79.7	61.3
14	174.7	20.2	50.0	86.9	38.4
0	167.9	21.4	50.2	80.7	72.6
4	171.7	20.7	50.2	73.0	80.9
7	170.7	23.5	50.7	83.9	54.1
15	none	18.1	31.3	84.8	44.2
15	175.3	15.0	71.9	69.4	63.8
14	169.8	16.0	48.7	72.3	66.4
20	171.1	22.7	53.9	80.7	56.6
13	178.3	17.1	45.9	77.9	62.1
19	177.3	22.9	28.0	82.2	54.8
13	158.7	24.5	62.8	81.4	none
17	167.9	20.0	69.8	70.9	57.7
10	174.7	21.9	25.6	78.7	76.9
9	174.8	21.4	41.0	85.2	73.3
5	166.3	21.6	22.3	72.0	81.3
7	166.5	15.1	51.2	79.5	75.0
12	177.3	27.1	74.6	81.5	46.1
0	174.6	19.9	44.3	75.3	62.0
9	171.2	18.5	60.5	80.3	74.9
7	170.1	20.8	51.8	70.4	51.9
13	166.4	17.1	50.2	84.0	54.8
11	174.6	26.9	38.5	82.8	69.4
20	174.0	22.0	48.6	89.8	70.4
9	171.6	19.9	46.9	91.2	63.2
11	163.7	19.5	70.5	78.3	86.4
20	163.4	17.7	53.1	81.3	31.5
19	167.9	26.5	56.7	84.6	70.9
15	169.1	18.9	53.1	78.7	80.3
5	169.8	none	48.3	80.1	64.2
10	174.9	21.1	53.9	71.0	78.0
4	170.1	22.9	53.0	none	48.5
4	164.5	16.5	83.3	76.7	68.6
10	179.6	19.1	23.5	73.8	44.1
21	164.0	19.3	68.5	78.3	36.3
11	171.5	18.1	70.2	79.1	73.8
7	175.4	21.0	39.1	85.4	68.7
2	178.2	22.5	23.9	82.5	65.6
22	172.3	18.6	56.4	73.7	71.0
3	170.4	12.4	60.2	77.1	none
19	166.3	17.7	51.2	84.2	55.1
15	173.3	22.0	53.4	92.3	63.5
1	163.2	18.0	38.4	73.9	46.4
11	176.6	15.7	54.4	79.5	53.0
16	168.8	28.2	73.0	70.6	37.7
19	164.9	17.9	41.5	88.9	40.7
1	161.8	24.1	73.8	81.4	59.7
19	170.7	19.1	39.2	71.0	52.7
22	171.9	26.9	54.5	83.9	74.8
22	170.0	19.9	none	75.7	60.0
20	171.0	22.8	37.3	75.8	51.2
9	172.5	17.8	51.1	71.7	66.1
16	171.5	19.7	57.2	85.4	72.8
8	166.5	20.7	48.3	81.2	48.7
15	165.5	24.4	32.2	89.0	54.9
17	174.8	15.5	37.7	90.7	61.5
11	173.9	18.1	66.2	87.9	53.3
13	172.8	20.4	38.2	87.4	70.9
14	169.7	22.0	33.2	74.6	67.5
6	174.3	23.0	58.2	74.9	64.9
17	175.4	23.7	54.2	76.9	57.5
6	163.2	21.8	51.2	81.3	54.2
2	163.7	20.2	46.2	82.0	69.5
17	172.1	19.3	35.3	79.1	52.3
1	170.4	17.0	52.1	85.2	45.3
19	164.5	24.4	45.0	77.3	55.1
19	169.2	26.5	36.0	93.8	53.3
0	159.5	23.5	59.6	86.5	77.7
16	163.2	18.9	68.1	79.1	58.7
13	166.3	17.0	61.7	72.0	63.3
1	none	23.4	50.5	77.7	72.8
17	170.6	17.0	none	67.9	56.1
7	168.9	23.7	39.1	none	58.1
18	171.3	18.6	59.0	80.6	54.9
2	174.0	19.2	40.6	81.1	none
2	173.4	15.2	82.9	86.0	56.9
21	none	23.5	56.5	80.3	50.3
5	none	16.5	52.0	68.6	55.9
3	169.5	20.4	none	88.0	68.0
11	172.9	18.6	79.6	85.1	69.7
4	166.3	20.5	62.0	70.8	61.4
0	171.3	21.5	38.9	82.6	51.4
14	163.1	17.1	49.9	74.2	53.3
18	170.2	18.9	54.5	70.8	74.6
3	173.1	18.1	30.9	78.9	61.2
22	167.2	24.4	65.9	90.1	43.7
20	159.5	20.6	59.0	89.9	53.5
16	174.5	17.1	60.1	101.6	63.1
7	169.5	17.7	46.9	82.1	71.1
0	178.8	20.9	67.0	88.6	64.2
11	167.9	15.5	59.7	87.2	83.6
5	168.2	21.5	25.8	82.0	65.1
11	164.5	20.9	64.1	69.8	21.2
18	166.1	21.9	58.8	75.2	58.6
17	164.4	22.2	44.1	85.4	42.1
11	none	16.9	44.5	72.1	55.4
8	158.9	15.6	41.9	84.2	55.3
19	177.2	20.7	58.8	77.1	48.1
18	177.4	18.4	38.1	85.9	52.3
18	164.3	20.7	52.6	91.1	53.8
19	163.6	22.0	24.1	87.9	76.1
5	175.8	17.0	47.5	77.0	84.6
21	169.4	19.7	47.0	83.9	59.1
7	172.5	24.5	54.5	91.7	76.7
8	164.7	18.5	79.2	84.4	59.3
9	167.5	20.7	13.6	76.2	45.9
5	164.6	21.5	49.5	84.1	54.1
5	171.6	22.6	57.7	84.5	79.4
12	180.6	23.5	41.8	84.2	44.5
2	161.5	18.8	29.2	83.6	57.7
4	167.7	21.1	43.2	70.0	60.5
2	171.8	23.4	50.6	71.9	50.1
3	162.8	20.5	63.3	79.7	54.3
6	176.4	17.2	50.1	76.4	40.5
0	163.8	18.7	69.0	75.7	50.7
1	165.6	19.5	34.5	78.6	58.9
11	176.5	18.6	64.0	76.8	64.8
0	167.8	14.7	46.6	82.4	none
6	166.2	22.0	58.6	81.0	68.2
14	168.0	22.6	18.9	96.2	none
15	169.4	21.5	36.7	81.7	57.6
0	161.6	21.7	24.5	73.1	45.6
16	163.4	18.1	41.9	90.5	75.6
17	172.2	20.9	47.2	74.8	67.0
12	172.0	22.0	54.6	75.9	40.3
9	167.7	20.9	59.8	67.2	57.2
16	166.3	21.2	53.8	72.4	41.7
5	173.5	24.4	29.6	63.4	54.0
19	163.1	14.2	14.7	85.6	49.0
9	168.5	21.9	60.4	92.7	48.6
10	171.6	19.4	65.7	75.9	61.1
5	170.1	22.0	53.5	83.3	72.3
19	157.5	19.7	41.5	81.5	60.4
9	157.7	17.2	none	84.3	48.2
20	174.6	20.5	47.4	83.0	58.0
22	171.6	22.3	26.5	82.3	61.5
8	169.4	16.6	27.1	74.2	52.4
8	172.9	20.4	64.9	74.7	38.9
13	171.2	16.3	45.6	83.5	59.3
0	172.3	20.2	45.0	75.9	70.5
21	160.8	22.0	60.1	69.7	69.3
5	170.4	21.6	63.6	76.5	55.7
18	168.3	22.2	60.3	87.4	64.9
8	170.2	23.5	none	88.3	63.8
3	168.7	15.1	33.5	81.8	47.7
19	173.5	17.0	none	75.6	62.1
7	165.5	22.4	60.7	80.9	64.2
15	164.9	24.2	50.1	78.8	67.3
18	175.8	13.5	36.7	77.5	74.6
11	167.7	21.7	59.4	79.0	40.0
0	170.2	19.8	none	81.6	35.2
14	172.8	16.9	37.1	90.4	61.9
14	175.9	22.0	67.4	77.2	59.1
2	173.0	22.7	52.2	none	52.7
3	180.3	12.1	44.6	85.4	56.6
3	171.0	20.5	48.6	83.8	59.7
20	171.0	14.9	42.9	69.8	37.5
11	173.7	28.0	62.9	81.2	51.4
19	167.2	17.5	52.9	none	60.0
13	173.6	20.6	36.0	81.9	78.5
20	163.4	17.4	48.2	65.6	45.8
18	174.2	21.6	41.6	75.7	none
4	173.6	none	47.6	80.9	70.6
0	176.4	17.2	57.0	89.7	81.8
6	174.3	21.4	30.3	79.8	58.8
3	175.7	12.7	60.6	58.0	71.4
17	175.5	17.5	66.8	67.1	50.9
10	169.8	19.7	37.6	86.3	85.1
3	164.6	27.9	58.7	83.9	50.0
12	163.6	24.5	46.8	72.7	58.3
22	167.9	20.4	35.0	92.0	63.9
20	169.4	19.5	49.8	77.2	56.4
21	161.7	19.1	36.5	61.1	60.6
8	168.5	13.1	39.1	79.4	52.6
2	171.0	16.9	76.0	76.2	53.4
13	173.8	none	53.4	86.7	53.6
0	169.4	16.5	57.1	85.6	48.2
5	173.9	14.2	66.9	78.7	68.1
4	165.6	23.5	64.6	92.1	73.2
14	166.4	20.9	43.8	80.0	59.7
19	168.2	21.7	60.2	74.4	52.6
10	176.8	16.5	53.3	80.0	57.5
20	165.2	24.2	53.0	80.8	64.2
17	176.3	24.6	39.6	75.8	64.9
10	168.5	17.2	73.8	69.0	70.4
21	161.0	16.5	24.8	79.2	67.5
22	164.1	19.7	75.7	81.0	73.5
18	167.8	23.3	55.1	72.6	66.2
16	172.5	26.7	43.2	92.3	60.8
18	172.7	20.5	43.6	77.2	66.2
10	165.8	25.9	62.2	86.2	49.5
18	172.0	21.9	51.7	77.3	56.2
11	166.4	19.3	44.2	75.3	76.2
8	172.4	21.0	28.2	76.7	45.5
8	177.1	19.4	62.8	80.2	51.8
8	171.6	17.3	94.9	81.4	75.2
8	167.7	none	67.9	79.0	56.5
14	167.5	22.8	51.6	71.8	81.7
22	170.4	18.9	35.2	99.7	45.3
14	none	19.9	47.6	91.0	67.2
18	176.7	16.2	45.6	80.5	75.4
3	179.1	16.6	44.1	83.2	51.7
0	161.3	18.6	57.5	73.9	45.1
7	166.3	23.3	46.8	87.6	65.0
8	171.4	18.0	52.9	84.5	59.6
1	169.7	18.3	47.5	70.3	45.9
22	177.9	20.1	46.0	84.8	65.2
0	170.4	20.3	37.1	91.6	68.3
20	165.6	18.5	62.1	75.1	85.7
19	164.0	18.9	41.7	77.1	44.6
19	166.4	18.3	34.1	84.5	52.4
2	180.5	18.2	47.8	90.4	75.8
9	169.8	21.9	70.5	77.2	55.3
19	174.4	26.7	64.3	81.1	81.9
3	169.7	26.2	63.6	83.4	55.2
22	161.6	20.5	69.3	72.1	58.6
8	170.8	17.2	71.6	77.9	56.9
12	169.8	20.1	28.7	75.4	47.6
12	172.5	23.6	40.1	82.9	65.9
22	171.9	17.9	51.4	83.0	38.4
18	168.8	20.9	66.1	82.9	62.2
8	175.6	19.8	67.7	72.6	49.8
12	161.0	18.5	63.7	73.2	86.9
10	162.8	21.0	60.9	75.2	38.0
18	169.4	15.3	42.6	79.8	36.6
13	177.8	17.7	53.3	81.2	69.9
8	156.4	17.7	62.9	87.2	61.1
11	163.1	19.4	38.7	89.8	65.5
9	166.6	16.9	13.1	85.1	52.9
16	166.9	18.6	38.7	69.0	53.7
6	174.7	23.1	45.7	83.0	65.2
8	171.3	15.3	26.7	88.7	57.0
10	170.2	17.9	46.5	76.6	62.2
0	163.4	15.6	43.2	87.4	55.4
16	169.2	12.1	49.9	75.6	49.1
19	175.4	14.9	57.3	87.1	71.0
13	170.1	18.3	51.9	85.4	47.6
16	172.3	18.6	none	74.8	54.0
15	171.0	16.1	65.3	67.5	36.5
17	173.3	22.5	47.0	88.2	54.7
1	174.0	17.9	53.8	83.7	46.4
0	166.7	17.7	66.8	83.7	67.8
15	169.1	20.3	44.0	80.9	65.0
5	168.7	20.2	59.0	90.3	59.7
4	172.1	17.5	62.9	83.0	68.0
17	165.5	22.1	51.3	81.3	28.3
9	none	21.4	40.5	84.1	62.3
18	176.2	19.5	52.7	86.0	73.1
8	175.4	23.6	36.6	67.7	80.8
17	171.8	18.8	58.1	87.0	44.0
19	166.2	23.6	68.3	81.8	54.5
18	167.5	18.1	36.5	85.8	47.7
21	167.3	20.0	49.2	87.6	79.0
21	168.9	21.3	74.1	81.9	62.5
15	160.5	21.5	49.8	91.6	50.8
15	180.8	21.2	51.9	86.3	56.0
3	166.8	22.8	51.1	82.6	73.3
5	171.1	none	80.3	78.6	63.4
1	160.2	21.0	52.6	81.9	60.2
3	172.0	24.6	63.9	76.4	60.5
14	none	19.3	57.6	77.8	59.4
3	170.3	14.9	50.8	79.3	54.7
12	174.6	22.9	46.0	77.9	63.2
7	174.4	25.6	none	80.3	69.0
18	168.4	24.4	30.7	80.1	44.9
19	170.3	25.1	48.5	66.4	44.8
17	171.2	16.3	44.8	78.4	75.2
4	175.5	23.5	47.1	75.0	64.6
7	167.6	17.1	62.3	85.5	66.2
4	172.2	20.8	61.7	87.4	37.4
4	173.2	24.7	35.0	76.1	70.8
18	173.7	19.0	54.4	70.5	66.7
8	170.1	17.5	57.7	87.9	56.5
5	169.9	20.2	55.1	74.0	64.3
20	164.3	21.2	46.3	75.9	56.5
6	174.9	24.2	43.3	79.2	49.4
